projects,labels,texts
Ant,negative,s a further s
Ant,negative,viewpath
Ant,negative,info text list of files expected result result
Ant,negative,call a target
Ant,negative,just append begintoken and search further
Ant,negative,get the fileset and its basedir
Ant,negative,java home is bogus
Ant,negative,set up a sosget task
Ant,negative,try a case
Ant,negative,either end of buffer or a line separator char
Ant,negative,now ftab contains the first loc of every small bucket calculate the running order from smallest to largest big bucket
Ant,negative,c
Ant,negative,helper methods and classes
Ant,negative,cfile
Ant,negative,scenario tests
Ant,negative,build the command line from what we got the format is cleartool checkin options viewpath as specified in the cleartool exe help
Ant,negative,testcases for the algorithm implementations
Ant,negative,ptime
Ant,negative,non nls
Ant,negative,check for required attributes
Ant,negative,nearly all times v is zero  in most other cases
Ant,negative,check adapter
Ant,negative,finally create the huffman tables
Ant,negative,ignore
Ant,negative,do nothing
Ant,negative,replace
Ant,negative,pattern and string do not have the same size
Ant,negative,replace
Ant,negative, situation so skip one
Ant,negative,default
Ant,negative,build the command line from what we got the format is ss label vss items c h i llabel n o v y ? as specified in the ss exe help
Ant,negative,build the command line from what we got the format is cleartool lock options as specified in the cleartool exe help
Ant,negative,get set methods setters of course are where ant user passes in values
Ant,negative,check the command line options
Ant,negative,ignore
Ant,negative,now we instantiate
Ant,negative,get set methods setters of course are where ant user passes in values
Ant,negative,default
Ant,negative,either use default path or root local mapping which is now embedded in the root folder
Ant,negative,check the command line options
Ant,negative,write the contents to our master list of links this method assumes that all links are defined in terms of absolute paths or paths relative to the working directory
Ant,negative,object selector
Ant,negative,mac does n r but that is tough to distinguish from windows r n r n do not tackle that problem right now
Ant,negative,zips store time with a granularity of seconds round up
Ant,negative,ss exe exits with  when files have been skipped so we have to ignore the failure
Ant,negative,ordinary
Ant,negative,ignore
Ant,negative,for debugging
Ant,negative,conversion to url via fileutils like in xmlresultaggregator not as suggested in the bug report
Ant,negative,set up project references
Ant,negative,tests one the file object
Ant,negative,checkstyle visibilitymodifier on
Ant,negative,tests one the file object
Ant,negative,log logname
Ant,negative,once we find a folder that is not in the repository we know we can add it
Ant,negative,build the command line from what we got the format is cleartool lock options as specified in the cleartool exe help
Ant,negative,if the file does not pass the include exclude tests skip it
Ant,negative,graphical
Ant,negative,checkstyle visibilitymodifier off bc
Ant,negative,overwrite
Ant,negative,crc
Ant,negative,set up a soscheckin task
Ant,negative,the readers return if they end so simply read the prepend after that the content and at the end the append file
Ant,negative,our current message output status follows project msg xxx
Ant,negative,ignore
Ant,negative,duplicate equal to add so we continue
Ant,negative,if the permission was not explicitly granted or revoked the original security manager will do its work
Ant,negative,global
Ant,negative,ignore
Ant,negative,rename
Ant,negative,requires version as we are going to store length info in the data descriptor
Ant,negative,may be altered in validate
Ant,negative,initializes extra data to an empty byte array
Ant,negative,obsolete
